gram_0,gram_1
million,men
million,men
attack,air
harren,sons
aegon,targaryen
every,child
300,years
aegon,riding
rhaenys,rode
visenya,rode
sure,knew
visenya,targaryen
valyrian,steel
pretty,maidens
jonquil,flowers
visenya,valyrian
well,read
say,ever
met,many
take,back
lowborn,girls
going,pose
mother,served
many,years
taught,speak
anyone,told
beg,pardon
dog,need
give,joy
lord,eddard
killing,sweetest
glad,hateful
someday,queen
demanded,meeting
wanted,dragons
valuable,anything
shall,look
would,buy
would,help
front,rulers
man,others
say,xaro
word,worth
let,thing
khaleesi,many
think,savages
make,steel
someone,tried
shove,spear
go,serving
king,beyond
chose,mance
need,live
taking,commands
wake,want
could,show
build,cabin
girls,would
know,nothing
admired,spirit
every,man
actions,every
ser,alton
tore,paper
lord,karstark
give,hot
ser,alton
prisoners,yellow
room,ser
men,build
treating,wounded
already,run
egg,yolks
need,silk
need,fennel
mostly,need
saw,like
assume,loss
need,help
riding,crag
crag,maester
could,write
let,maester
want,wounded
woman,children
dog,barking
circled,farmhouse
could,start
looking,spending
treated,like
hounds,find
whip,every
got,pampered
better,cruel
swear,lord
think,found
send,old
go,back
led,people
went,find
left,alone
knew,one
would,let
turned,day
people,westeros
wave,dragon
brother,believed
trust,ser
need,trust
one,survive
let,help
ygritte,long
think,say
swear,old
close,together
right,backside
show,bruise
well,open
want,want
spread,legs
never,marry
poor,savage
turn,back
thought,done
deep,voice
normal,voice
since,going
since,talk
keep,warm
queen,sees
say,nothing
mother,might
mother,told
thought,would
wait,bear
fit,bear
bringing,little
greatest,honor
joffrey,always
even,birth
screamed,loudly
robert,would
whenever,time
royal,husband
returned,would
pelts,stag
would,present
grand,maester
told,jaime
smiled,asked
joffrey,show
may,never
love,grace
permit,share
people,love
act,fool
love,one
front,mother
love,joffrey
well,perhaps
tournament,day
went,willem
squire,gotten
way,tourney
laughs,poor
brother,seem
never,squired
afraid,embarrass
knew,needed
squires,mean
young,men
well,think
embarrassing,chained
remember,everything
rake,line
knocked,balon
dent,shield
best,day
bring,go
table,far
could,barely
bear,tell
knew,could
sorry,mean
also,replace
fight,kingswood
painter,used
imagine,able
help,part
need,explain
hard,put
like,stepping
dreaming,long
like,dragged
take,step
awful,complete
decided,take
chuckles,useless
well,suited
ned,stark
excellent,prisoner
though,life
uniquely,unfit
good,prisoners
actually,quite
man,must
travel,close
see,steel
want,please
betray,jorah
spice,king
come,called
one,calling
long,ago
without,dragons
dragons,bring
nothing,death
knew,would
pyat,pree
mother,dragons
must,reunited
take,house
learned,coming
made,arrangement
would,keep
everything,outside
qarth,remain
open,qarth
like,upstarts
three,dragons
empires,built
margins,often
center,make
mother,dragons
run,daenerys
dragons,wait
keep,hands
enter,without
catelyn,caught
kill,fucking
man,stands
vengeance,asks
monster,killed
widow,liege
gone,crag
aye,gone
brought,foreign
threatening,lady
treason,kill
understand,grief
name,son
demand,murderer
wise,men
fathers,love
thank,fighting
would,come
bind,every
become,real
much,fish
since,light
since,decided
handmaidens,another
many,times
stannis,baratheon
past,tarth
gates,within
strong,high
good,mind
call,tactics
yes,good
best,mind
lord,seven
sure,make
needs,start
war,started
entire,city
one,giving
thought,girls
hard,put
put,crown
always,hoped
boy,robert
robert,drunken
wed,brother
jaime,would
told,ned
half,targaryens
every,time
tommen,myrcella
saving,lannisters
son,returns
brienne,kingslayer
drink,angrier
karstarks,draw
wants,die
lady,orders
come,say
believe,last
well,old
strangled,son
one,guard
knight,would
forsaken,every
make,swear
defend,king
protect,innocent
father,despises
king,massacres
matter,forsaking
truer,knight
aerys,targaryen
lord,seven
sword,shoved
man,without
never,woman
honor,poor
name,bastard
snow,bastard
good,old
came,home
walking,talking
honorable,lord
fucked,another
told,would
told,would
still,question
crowd,gasps
theme,music
sync,corrected
theon,maester
informing,father
one,deepwood
inform,bring
sail,king
soon,consolidated
lead,fleet
fist,first
first,men
came,get
cersei,really
dorne,safest
want,know
truly,love
let,halfwit
rickon,little
gone,along
wait,know
give,us
treating,wounded
already,run
riding,crag
catelyn,want
old,lord
strangled,son
take,house
dragons,wait
told,would
among,still
whether,new
theme,music
font,color
sync,corrected
man,rider
proud,brother
took,great
saw,bodies
one,gave
cripple,six
treated,stark
treated,honor
seized,home
ironborn,take
made,prisoners
little,boy
got,mad
dumbest,cunt
dumb,cunt
know,valuable
killed,northerners
brought,enough
supposed,defend
father,wants
winterfell,heart
aye,hundreds
islanders,baby
power,comes
bodies,stark
every,man
robb,stark
terrible,baby
bawling,time
one,night
screaming,like
walked,crib
looked,stopped
die,far
brought,present
already,got
mance,want
knows,crows
could,killed
bastard,winterfell
mance,want
think,want
runs,chop
even,jon
come,back
found,tracks
found,us
birds,calling
know,first
still,thought
speak,people
best,man
know,children
children,always
told,lord
except,thousands
farmers,plowing
charwomen,scrubbing
soldiers,order
told,woke
went,bed
man,brave
time,man
wish,could
lords,worry
glory,charwomen
care,much
think,fighting
want,go
want,men
never,safe
chopping,joffrey
horse,neighs
kingslayer,escaped
knew,would
bran,rickon
sansa,arya
five,children
lost,one
lost,another
would,carve
offer,father
wake,graves
grieve,sons
killing,jaime
would,buy
returning,king
may,buy
jaime,lannister
brought,discord
make,sure
many,men
send,another
much,uglier
jaime,lannister
captive,knight
tarth,tarth
crescent,moons
lord,selwyn
brothers,sisters
long,way
might,well
known,many
mean,give
crimes,past
ever,harmed
anyone,ever
ready,chop
think,could
never,seen
three,men
life,men
life,knocking
confident,unlock
let,see
man,pardon
maybe,one
kevan,king
stannis,lands
late,king
court,ride
surrender,iron
better,seeing
king,runs
stannis,two
scouts,assure
stark,movement
close,casterly
sent,splinter
greyjoys,done
stark,risk
boy,never
risk,anything
know,enough
want,full
clegane,maintain
track,brotherhood
girl,proven
see,get
poor,company
got,questions
man,killed
man,2
man,2
man,2
look,yoren
used,boy
man,laughs
guard,come
need,sour
secret,dry
crush,em
finished,sprinkle
lord,tywin
hot,pie
went,riding
horses,neighing
qhorin,mance
one,brother
worth,1
feel,knowing
could,skip
known,better
like,keep
start,wearing
want,wear
commander,city
dressed,like
cloak,slows
makes,hard
gold,catches
nice,easy
well,sneaking
deal,wearing
scoffs,want
want,looking
help,plan
one,explains
history,great
swap,books
lord,hand
gold,cloaks
know,marked
accomplish,marked
lads,rounded
unknown,thieves
ever,city
maybe,part
see,fighting
noble,ladies
things,get
poor,start
thieves,love
soon,gates
time,richest
given,circumstances
believe,extreme
great,sieges
shame,archmaester
stannis,knows
knows,walls
knows,gates
good,ram
50,yards
stannis,attack
could,throw
many,men
cut,sort
always,imagined
digging,latrine
imagine,anything
dolorous,edd
sam,think
betting,man
jon,great
got,valyrian
qhorin,halfhand
great,rangers
shit,ones
middle,last
first,men
find,something
best,thing
night,watch
oh,must
maesters,call
would,brother
expect,cause
tywin,lannister
girl,owes
red,god
long,give
take,kill
minute,hour
death,certain
taking,army
need,dead
help,promised
give,name
seven,new
jaqen,h
girl,gives
man,go
help,friends
would,require
part,bargain
girl,lacks
thing,girl
girl,friends
odd,little
certain,sympathy
excellent,lamprey
slaving,away
hear,joffrey
young,king
fighting,defend
younger,boys
remember,jaime
men,gift
say,possess
want,send
finest,armor
men,fight
instead,hiding
know,varys
thousands,spies
big,fool
little,worm
thought,preferred
droll,little
tell,married
lannister,always
plot,joffrey
pretty,thing
bruises,heal
varys,one
really,lannister
need,hide
forgotten,important
usually,better
worry,treated
unless,joffrey
every,wound
man,alive
painful,death
know,killed
would,like
ser,mandon
door,opens
day,come
joy,turn
know,debt
people,want
robb,still
sent,dozen
bastard,days
captures,castle
storm,castle
hope,escaping
send,word
allowed,return
touch,mercy
ironborn,exception
hunt,matter
expect,countrymen
man,considered
seized,home
fighting,war
kind,king
kings,grew
spend,whole
raised,lord
raised,proper
play,harp
recite,valyrian
like,hear
go,reciting
sawing,men
mother,father
weddings,volantis
left,little
second,afternoon
hottest,day
bear,inside
every,child
naked,screaming
drummers,playing
realized,seen
started,screaming
friend,helped
pulled,onto
fish,tattoo
volantis,slaves
know,without
man,worked
slave,push
death,man
started,pressing
man,cradled
decided,two
would,waste
planning,dances
would,never
sighs,sorry
told,problems
want,marry
hope,beautiful
hot,pie
oven,nice
cheese,could
get,nice
want,us
said,walk
say,anything
pretty,important
trusted,fight
hot,pie
wind,holds
make,promises
admire,ser
highborn,fools
take,onion
sew,coat
son,wishes
three,mermen
understand,older
well,sons
lords,storm
many,fought
many,fought
defend,men
robert,ned
glorious,rebels
liberating,towns
held,storm
one,forgotten
gave,storm
renly,never
first,ate
riding,anyway
feed,fine
thought,wife
speak,anymore
slipped,right
every,man
robert,told
told,giving
robert,older
always,done
rightful,king
sit,iron
pray,serve
expect,first
supposed,know
man,rooms
many,little
since,theon
stark,forces
dear,nephew
preparing,walls
understand,stannis
uncle,stannis
brave,choice
sure,men
say,stannis
give,red
imagine,stannis
like,think
oh,one
even,multitudes
wish,could
brother,youngest
sister,became
father,put
cisterns,casterly
water,never
shit,found
never,expected
father,named
quite,good
jon,arryn
disdained,game
last,thing
like,keep
stannis,breaches
say,burns
honor,lord
lord,light
drowned,god
gods,vicious
god,tits
worship,fertility
morning,heard
way,qarth
daenerys,targaryen
girl,edge
even,say
years,fully
one,game
jorah,careful
xaro,owns
ship,good
leaves,astapor
mother,flee
know,call
know,love
stay,qarth
know,would
sworn,protect
dragons,house
enter,place
saw,step
watched,witch
last,breath
forgotten,mother
leave,em
got,damn
hurt,let
want,keep
got,far
walked,stream
hoped,would
must,farmer
passed,little
shh,shh
bran,would
osha,never
little,lads
theme,music
sync,corrected
substance,burns
stone,even
could,tell
seen,making
order,deal
king,stannis
gave,future
think,fire
give,joy
gives,joy
killing,sweetest
shipped,daughter
send,eldest
men,fight
fighting,beside
stannis,two
scouts,assure
marching,casterly
risk,anything
stark,forces
dear,nephew
baratheon,sails
say,stannis
wind,holds
make,promises
stannis,knows
knows,walls
knows,gates
stannis,attack
theme,music
font,color
sync,corrected
blow,us
king,landing
spent,life
smuggler,anymore
course,several
stannis,sit
father,one
people,king
glad,see
well,first
ships,outnumber
army,outnumber
walls,never
men,guarding
see,see
see,stranger
faith,lord
city,falls
fuck,way
remember,said
make,love
last,day
pycelle,know
sworn,duty
carry,wishes
also,offer
counsel,times
words,always
maester,duties
times,war
remember,back
single,drop
suffices,soothe
three,drops
10,drops
know,10
grace,may
must,lot
sure,many
careful,stairs
men,singing
♪,lord
♪,rains
♪,weep
♪,one
♪,yes
♪,weep
♪,soul
learn,lannister
got,pretty
many,times
well,let
first,time
mom,smacked
trying,little
second,time
got,scrap
eh,want
halfway,ass
think,hard
got,beautiful
good,brown
put,one
women,keep
oh,women
like,fucking
killing,thing
lord,imp
bell,tolling
one,drink
always,hated
dead,king
know,name
entirely,sure
entirely,sure
must,20
targaryens,built
provide,escape
strange,sounds
ship,goes
though,sure
look,well
sakes,hope
little,birds
taken,red
believe,old
blood,spells
think,believe
probably,entirely
mm,take
yet,seen
things,things
believe,ever
dark,arts
paved,path
man,service
think,nothing
believe,man
welcoming,new
never,known
want,play
tyrion,remember
bronn,ships
must,far
watched,brother
saw,kill
spending,time
lady,sansa
surely,sister
highborn,ladies
king,joffrey
great,romantic
joffrey,sansa
pray,safe
stay,safe
king,rides
taste,uncle
stannis,fool
outside,gates
battle,plans
say,brother
brother,turn
lick,blood
boys,never
worst,ones
distant,drums
distant,drums
hound,tell
king,asked
ser,lancel
hand,extremely
hand,king
tell,hound
without,second
would,make
cut,half
plan,stannis
takes,iron
little,head
might,quite
except,head
never,much
want,see
wise,attack
lord,varys
true,dissension
maybe,sailors
always,saying
maybe,hates
wondering,little
look,pale
red,flower
men,bleed
pour,lady
axes,smash
guards,defend
city,fall
lads,caught
stolen,horse
battle,first
ser,ilyn
put,heads
way,keep
make,certain
remember,ever
said,protect
traitors,danger
distant,drums
man,nock
man,2
man,rocks
men,wailing
dwarf,played
come,take
sansa,come
gods,mercy
joffrey,oh
praying,gods
father,told
mother,died
really,understand
thought,prayed
gods,would
father,believe
believes,like
rather,face
flock,frightened
ever,become
wretched,brother
hens,return
crow,courage
red,keep
long,enough
yield,lord
anyone,else
might,hoped
better,chance
shocked,little
tears,woman
best,one
city,falls
bellies,come
glad,red
anything,tits
precious,thing
serious,man
hound,form
manages,touch
pod,run
bring,men
flaming,fucking
man,kill
man,form
man,breach
mud,gate
first,second
hound,man
rape,fucking
cersei,young
looked,much
even,father
could,never
jaime,taught
heir,casterly
sold,stranger
ridden,whenever
think,know
worst,curtsy
straighten,back
long,lady
10,years
lorathi,commoner
10,years
imagine,interesting
tell,us
13,door
imp,set
hundreds,ships
stannis,fleet
landed,outside
battlements,lord
bring,back
king,presence
bring,back
want,mocked
told,ser
want,hear
want,know
stannis,may
take,us
man,better
men,fall
come,kill
someone,bring
get,iced
nice,bowl
eat,shit
wrong,side
lost,half
dog,command
must,beat
sniffles,fuck
man,2
man,2
man,coming
archers,north
man,2
man,2
queen,sent
get,lead
invaders,want
mother,say
man,men
ser,boros
stay,uncle
man,archers
man,stand
man,need
us,man
man,3
softly,lead
ser,mandon
say,half
come,behind
men,laugh
men,grunting
fight,honor
fight,riches
city,stannis
gets,houses
brave,knocking
let,go
battle,lost
stannis,troops
gold,cloaks
want,escort
bring,listen
knights,rallied
shall,sing
♪,gentle
♪,font
♪,save
♪,gentle
run,chamber
need,say
queen,said
women,♪
lady,starting
want,go
sons,killers
world,built
better,get
little,bird
men,grunting
one,going
know,one
kingswood,lived
things,lived
cersei,could
little,cub
mother,said
one,day
stags,bow
bears,north
birds,sky
come,little
rest,crown
strong,fierce
yes,said
strong,fierce
keep,safe
men,shouting
stand,fight
sync,corrected
♪,proud
♪,must
♪,cat
♪,truth
♪,coat
♪,lion
♪,mine
♪,long
♪,spoke
♪,lord
♪,rains
♪,one
♪,yes
♪,soul
fist,first
thousands,years
came,get
kingslayer,escaped
jaime,lannister
sansa,arya
returning,may
girl,owes
jaqen,h
un,name
girl,friends
must,farmer
